Bathrooms,Bedrooms,Erf Size,Floor Size,Garages,Listing Date,Listing Number,Pet Friendly,Price,Town,Type of Property,Garden,Pool,Secure Parking,Parking,No Pets Allowed,Furnished,Flatlet,Fibre Internet,Furnished (Optional),ADSL Internet,Satellite Internet,Fixed WiMax Internet
2.0,2.0,272 m²,,,01 November 2019,108122334,1.0,3900000.0,"27 Bishoplea Road, Claremont Upper, Cape Town",House,1.0,,,1.0,,,,,,,,
4.5,4.0,,600 m²,2.0,21 November 2019,108203382,1.0,27000000.0,"Camps Bay, Cape Town",Apartment / Flat,1.0,1.0,,,,,,,,,,
1.0,3.0,90 m²,,1.0,17 February 2020,108454415,,780000.0,"Nooitgedacht, Cape Town",House,,,,2.0,,,,,,,,
1.0,0.5,,38 m²,1.0,14 October 2019,106916510,,1695000.0,"Green Point, Cape Town",Apartment / Flat,,1.0,,,1.0,,,,,,,
4.0,4.0,,490 m²,2.0,22 November 2018,106978025,,20000000.0,"Camps Bay, Cape Town",Apartment / Flat,,1.0,,,1.0,,,,,,,
1.0,2.0,,,,17 June 2020,108770544,,3299995.0,"75 Harrington Street, Cape Town City Centre, Cape Town",Apartment / Flat,,,,1.0,,,,1.0,,,,
,,,49 m²,,03 March 2020,108522561,,1500000.0,"Cape Town City Centre, Cape Town",Apartment / Flat,,,,,,,,,,,,
4.0,4.0,,479 m²,2.0,24 April 2018,106272650,1.0,19900000.0,"Sea Point, Cape Town",Apartment / Flat,,1.0,,,,,,,,,,
3.0,4.0,595 m²,270 m²,2.0,07 January 2020,108296659,,17300000.0,"Camps Bay, Cape Town",House,1.0,1.0,,,,,,,,,,
1.0,1.0,,38 m²,1.0,04 November 2019,108127702,,1395000.0,"Observatory, Cape Town",Apartment / Flat,,,,,,,,1.0,,,,
1.0,1.0,44 m²,44 m²,,10 February 2020,108422290,,1850000.0,"Sea Point, Cape Town",Apartment / Flat,,,,,,,,,,,,
2.0,2.0,,61 m²,1.0,25 October 2019,108097351,,1795000.0,"Observatory, Cape Town",Apartment / Flat,,,,,,,,1.0,,,,
1.0,1.0,45 m²,35 m²,,29 October 2019,108108917,,2950000.0,"Kalk Bay, Cape Town",Apartment / Flat,1.0,,,,,,,,,,,
1.0,3.0,,,,08 May 2020,108652115,,1699000.0,"Retreat, Cape Town",House,1.0,,,1.0,,,,,,,,
1.0,2.0,,,,31 July 2020,108935504,,499000.0,"Pelican Park, Cape Town",Apartment / Flat,,,,,,,,,,,,
4.0,4.0,156 m²,156 m²,,09 August 2018,106627783,,11495000.0,"Green Point, Cape Town",Apartment / Flat,,,,,1.0,,,,,,,
2.0,2.0,,100 m²,,22 November 2017,105827538,1.0,3795000.0,"De Waterkant, Cape Town",Apartment / Flat,,1.0,,,,,,,,,,
1.0,2.0,83 m²,,,22 July 2020,108900985,,370000.0,"Pelican Park, Cape Town",House,,,,1.0,,,,,,,,
1.0,1.0,,83 m²,1.0,29 March 2019,107352781,,3127200.0,"Zonnebloem, Cape Town",Apartment / Flat,,1.0,,,1.0,,,,,,,
2.0,3.0,,149 m²,1.0,23 January 2020,108357177,,6995000.0,"Camps Bay, Cape Town",Townhouse,1.0,1.0,,,,,,,,,,
2.0,3.0,273 m²,,,07 January 2020,108293362,,3295000.0,"Observatory, Cape Town",House,1.0,,,1.0,,,,,,,,
2.5,3.0,,147 m²,,01 March 2019,107256582,,8995000.0,"Camps Bay, Cape Town",Apartment / Flat,,,,2.0,1.0,,,,,,,
2.0,2.0,3 867 m²,72 m²,,25 October 2019,108099436,,3195000.0,"Sea Point, Cape Town",Apartment / Flat,,,,,,,,,,,,
2.0,4.0,627 m²,,1.0,21 November 2019,108204527,,3395000.0,"Lansdowne, Cape Town",House,1.0,1.0,3.0,,,,,,,,,
1.0,3.0,,103 m²,,08 December 2019,108252852,,4000000.0,"Sea Point, Cape Town",Apartment / Flat,,,,1.0,1.0,,,,,,,
1.0,0.5,,43 m²,1.0,05 September 2019,107912033,,1750000.0,"Sea Point, Cape Town",Apartment / Flat,,,,,1.0,,,1.0,,,,
1.0,2.0,130 m²,,,26 February 2020,108491148,,2195000.0,"Woodstock, Cape Town",House,1.0,,1.0,,,,,,,,,
2.0,4.0,331 m²,,,05 March 2020,108533533,,1450000.0,"Pelican Park, Cape Town",House,,,4.0,,,,,,,,,
1.0,1.0,,55 m²,,07 October 2019,108017493,,2995000.0,"1 Dockrail Road, Foreshore, Cape Town",Apartment / Flat,,,,1.0,,,,,,,,
1.5,2.0,,102 m²,1.0,24 June 2019,107633496,,6990000.0,"214a High Level Road, Sea Point, Cape Town",Apartment / Flat,,,,,1.0,,1.0,,,,,
1.5,1.5,115 m²,115 m²,,15 July 2019,107705342,1.0,1899500.0,"Observatory, Cape Town",House,,,,,,,,,,,,
2.0,2.0,,87 m²,,26 August 2019,107871076,,3200000.0,"Cape Town City Centre, Cape Town",Apartment / Flat,,,2.0,,,,,,,,,
1.5,2.0,118 m²,118 m²,,19 March 2019,107318305,,3190000.0,"Green Point, Cape Town",Apartment / Flat,,,,,,,,,,,,
3.0,9.0,381 m²,250 m²,,21 March 2019,107324913,1.0,5995000.0,"Sea Point, Cape Town",House,1.0,1.0,,,,,,,,,,
1.0,1.0,44 m²,,,03 February 2020,107909891,,1395000.0,"Cape Town City Centre, Cape Town",Apartment / Flat,,,,,,,,,,,,
1.0,2.0,,61 m²,1.0,26 June 2018,106479706,,3500000.0,"De Waterkant, Cape Town",Apartment / Flat,,,,,,,,,,,,
1.5,1.0,,60 m²,,10 October 2019,108039560,,3500000.0,"Kalk Bay, Cape Town",Apartment / Flat,1.0,1.0,,1.0,,,,,,,,
3.5,3.0,,210 m²,1.0,19 August 2019,107846902,,23500000.0,"Camps Bay, Cape Town",Apartment / Flat,,1.0,,,,,,,,,,
1.0,1.0,,49 m²,,06 January 2020,108291278,,899000.0,"Diep River, Cape Town",Apartment / Flat,,,,2.0,,,,,,,,
1.0,2.0,,84 m²,,25 April 2019,107435457,,2950000.0,"De Waterkant, Cape Town",Apartment / Flat,,1.0,,1.0,1.0,,,,,,,
1.0,1.0,,42 m²,,14 November 2019,108171000,,1850000.0,"Woodstock, Cape Town",Apartment / Flat,,1.0,,1.0,1.0,,,,,,,
2.5,3.0,,147 m²,,01 March 2019,107256582,,8995000.0,"Camps Bay, Cape Town",Apartment / Flat,,,,2.0,1.0,,,,,,,
5.0,5.0,2 741 m²,,4.0,01 November 2019,108123049,,26950000.0,"Bishopscourt, Cape Town",House,1.0,1.0,,6.0,,,1.0,,,,,
1.0,2.0,,41 m²,,30 January 2020,108383516,,1400000.0,"Woodstock, Cape Town",Townhouse,,,,,,,,,,,,
1.0,1.0,,57 m²,,14 October 2019,108052756,,1875000.0,"Gardens, Cape Town",Apartment / Flat,1.0,1.0,,2.0,,,,,,,,
1.0,0.5,,43 m²,1.0,05 September 2019,107912033,,1750000.0,"Sea Point, Cape Town",Apartment / Flat,,,,,1.0,,,1.0,,,,
3.0,3.0,863 m²,,1.0,26 November 2019,108220118,1.0,4750000.0,"Constantia, Cape Town",House,,1.0,,3.0,,,,,,,,
1.0,1.0,,43 m²,1.0,01 March 2019,107256162,,2650000.0,"Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,,1.0,,,,,,,
1.0,0.5,,36 m²,,18 December 2019,108273569,,1500000.0,"Cape Town City Centre, Cape Town",Apartment / Flat,,,,,1.0,,,,,,,
1.0,1.0,,38 m²,1.0,19 June 2020,107594538,,1895000.0,"Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,,,,,,,,,
1.0,1.0,63 m²,47 m²,,15 January 2019,102613678,1.0,1495000.0,"17 Sunrise Road, Pinelands, Cape Town",Apartment / Flat,1.0,1.0,1.0,,,,,,,,,
3.0,3.0,393 m²,221 m²,2.0,17 September 2019,107952282,,20500000.0,"Cape Town City Centre, Cape Town",Apartment / Flat,,,,,,,,,,,,
1.0,2.0,,87 m²,,27 August 2019,107876224,,6895000.0,"Fresnaye, Cape Town",Apartment / Flat,,,,1.0,1.0,,,,,,,
1.0,1.0,71 m²,71 m²,1.0,04 June 2019,107565831,,3795000.0,"Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,1.0,1.0,1.0,,,,,,
1.0,1.0,44 m²,,,03 February 2020,107909891,,1395000.0,"Cape Town City Centre, Cape Town",Apartment / Flat,,,,,,,,,,,,
3.0,5.0,494 m²,,2.0,19 December 2019,108277429,,2595000.0,"Fairways, Cape Town",House,,,,,,,1.0,,,,,
1.0,2.0,,91 m²,1.0,27 January 2020,108369431,,3500000.0,"Thorniebrae, 8 York Road, Green Point, Cape Town",Apartment / Flat,,,,,,,,1.0,,,,
5.0,5.0,1 225 m²,,5.0,27 February 2020,108508231,,10950000.0,"St James, Cape Town",House,1.0,,,3.0,,,,,,,,
4.0,4.0,750 m²,,2.0,19 January 2020,108336349,1.0,14995000.0,"Steenberg Golf Estate, Cape Town",House,1.0,1.0,,2.0,,,,,,1.0,,
4.0,4.0,1 000 m²,450 m²,2.0,27 May 2019,107536669,1.0,17950000.0,"Newlands, Cape Town",House,1.0,1.0,3.0,,,,,,,,,
1.0,1.0,,49 m²,,06 January 2020,108291278,,899000.0,"Diep River, Cape Town",Apartment / Flat,,,,2.0,,,,,,,,
1.0,1.0,,68 m²,1.0,14 February 2018,106039734,,3795000.0,"Green Point, Cape Town",Apartment / Flat,,1.0,,,1.0,1.0,,,,,,
1.0,1.0,,43 m²,,07 August 2018,106620648,,1450000.0,"Cape Town City Centre, Cape Town",Apartment / Flat,,,,,,,,,,,,
2.0,2.0,4 172 m²,108 m²,2.0,26 March 2019,107339207,,3950000.0,"Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,,1.0,1.0,,,,,,
1.5,3.0,674 m²,,,11 May 2020,108656471,1.0,2250000.0,"Ottery, Cape Town",House,1.0,,,,,,1.0,,,,,
5.0,5.0,4 442 m²,,2.0,08 November 2019,108149104,1.0,15900000.0,"Zwaanswyk, Cape Town",House,1.0,1.0,,1.0,,,1.0,1.0,,,,
1.0,1.0,,42 m²,,10 January 2020,108306333,,700000.0,"Thornton, Cape Town",Apartment / Flat,,,,1.0,1.0,,,,,,,
1.0,1.0,51 m²,51 m²,,18 December 2018,107044139,,2990000.0,"Green Point, Cape Town",Apartment / Flat,,1.0,,1.0,,,,,,,,
5.0,4.0,1 090 m²,300 m²,2.0,30 October 2018,106900500,1.0,18995000.0,"Camps Bay, Cape Town",House,,1.0,,,,,,,,,,
4.0,3.0,,128 m²,,20 September 2016,104313783,,7995000.0,"Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,2.0,,,,,,,,,
2.0,2.0,152 m²,,2.0,31 May 2019,107555179,,2595000.0,"13 Oxford Road, Observatory, Cape Town",House,1.0,,,,,,,,,,,
4.5,4.0,1 300 m²,,2.0,03 October 2019,108004750,,15999000.0,"Constantia, Cape Town",House,1.0,1.0,,,,,,,,,,
2.0,3.0,496 m²,,,17 February 2020,108456351,,3500000.0,"Claremont, Cape Town",House,1.0,1.0,,,,,,,,,,
1.0,2.0,,,1.0,26 April 2020,108637030,,1750000.0,"Zonnebloem, Cape Town",Apartment / Flat,1.0,,,,,,,1.0,,,,
10.0,9.0,981 m²,1100 m²,2.0,09 November 2017,105788810,,50000000.0,"Fresnaye, Cape Town",House,1.0,1.0,6.0,,,,,,,,,
2.0,3.0,,108 m²,,13 February 2020,108443280,,3500000.0,"Sea Point, Cape Town",Apartment / Flat,,,,1.0,1.0,,,,,,,
2.0,2.0,257 m²,,,18 September 2019,107955496,1.0,2550000.0,"42 Durban Road, Wynberg Upper, Cape Town",House,,,,1.0,,,,,,,,
2.0,3.0,477 m²,,,21 October 2019,108079640,,3750000.0,"Claremont, Cape Town",House,1.0,,,2.0,,,1.0,,,,,
1.0,3.0,,,,17 June 2020,108772113,,849000.0,"Windermere, Cape Town",House,,,,,,,,,,,,
1.0,1.0,,44 m²,,18 December 2018,107043972,,2950000.0,"Green Point, Cape Town",Apartment / Flat,,1.0,,1.0,1.0,,,,,,,
3.0,3.0,300 m²,,2.0,26 September 2019,107980127,,5350000.0,"Stonehurst Mountain Estate, Cape Town",House,1.0,,,1.0,,,,1.0,,,,
3.0,2.0,152 m²,152 m²,2.0,24 October 2019,108095564,1.0,12495000.0,"501 The Cedar, 6 Firdale Avenue, Oranjezicht, Cape Town",Apartment / Flat,,1.0,,,,,,1.0,,,,
2.0,2.0,,89 m²,,03 February 2017,104774043,,3190000.0,"Woodstock, Cape Town",Apartment / Flat,,1.0,,2.0,1.0,,,,,,,
1.0,2.0,,74 m²,,03 December 2019,108238613,,1395000.0,"23 Wellington Avenue, Wynberg, Cape Town",Apartment / Flat,,,,1.0,1.0,,,,,,,
3.0,5.0,987 m²,,3.0,25 September 2019,106247410,1.0,18000000.0,"Higgovale, Cape Town",House,,1.0,,,,,1.0,,,,,
1.0,1.0,41 m²,41 m²,1.0,22 January 2020,108348257,1.0,2495000.0,"104 The Vera, 19 Davenport Road, Vredehoek, Cape Town",Apartment / Flat,,,,,,,,1.0,,,,
1.0,3.0,,67 m²,,27 February 2020,108506861,,1300000.0,"Rosebank, Cape Town",Apartment / Flat,,,,,,,,,,,,
3.0,2.0,121 m²,121 m²,1.0,12 April 2019,107401538,,3995000.0,"3 Pinewood Road, Rondebosch, Cape Town",Apartment / Flat,1.0,,,1.0,1.0,,,1.0,,,,
4.5,4.0,,409 m²,2.0,28 January 2020,108375003,,15500000.0,"Camps Bay, Cape Town",House,,1.0,,1.0,1.0,,,,,,,
3.5,4.0,459 m²,,2.0,12 September 2019,107936927,,10800000.0,"Camps Bay, Cape Town",House,1.0,1.0,,,,,,,,,,
1.0,2.0,,95 m²,,07 February 2020,108419387,,3350000.0,"Vredehoek, Cape Town",Apartment / Flat,,,,,,,,,,,,
2.0,2.0,,88 m²,1.0,25 November 2019,108211847,,2950000.0,"Sea Point, Cape Town",Apartment / Flat,,,,,1.0,,,,,,,
2.0,2.0,,110 m²,1.0,20 January 2020,108338733,,2695000.0,"Cape Town City Centre, Cape Town",Apartment / Flat,,,,,,,,1.0,,,,
3.0,4.0,1 101 m²,,2.0,06 February 2020,108411206,,7995000.0,"Kenilworth Upper, Cape Town",House,,,,2.0,,,,,,,,
1.0,1.0,,43 m²,,10 January 2020,108306408,,1750000.0,"64 Keerom Street, Cape Town City Centre, Cape Town",Apartment / Flat,,,,,,,,,,,,
2.0,2.0,,170 m²,1.0,20 November 2019,108199112,,21500000.0,"Camps Bay, Cape Town",Apartment / Flat,,,,,,,,,,,,
1.0,1.0,,43 m²,,09 July 2019,107681115,,1495000.0,"66 Keerom Street, Cape Town City Centre, Cape Town",Apartment / Flat,,,,,1.0,,,,,,,
2.0,2.0,,93 m²,,28 July 2019,107758514,1.0,3750000.0,"Mouille Point, Cape Town",Apartment / Flat,,,,,,,,,,,,
2.0,2.0,,70 m²,1.0,03 September 2019,107901171,,2250000.0,"Rondebosch, Cape Town",Apartment / Flat,,,,,,,,,,,,
3.5,3.0,,315 m²,2.0,06 September 2019,107915908,,11500000.0,"Gardens, Cape Town",Apartment / Flat,,,,,,,,,,,,
1.5,3.0,689 m²,,,27 August 2019,107877973,1.0,3250000.0,"Kenwyn, Cape Town",House,,,,,,,1.0,,,,,
3.0,3.0,300 m²,,2.0,26 September 2019,107980127,,5350000.0,"Stonehurst Mountain Estate, Cape Town",House,1.0,,,1.0,,,,1.0,,,,
1.0,1.0,,65 m²,,19 October 2018,106868218,,2295000.0,"Cape Town City Centre, Cape Town",Apartment / Flat,,,,,1.0,,,,,,,
1.0,1.0,96 m²,86 m²,,02 April 2019,107362211,,2975000.0,"Kalk Bay, Cape Town",Apartment / Flat,,,,,,,,,,,,
2.0,3.0,,178 m²,2.0,22 September 2019,107969230,1.0,7900000.0,"Tamboerskloof, Cape Town",Apartment / Flat,,,,,,,,,,,,
3.0,5.0,690 m²,250 m²,1.0,02 April 2019,107359938,1.0,13500000.0,"Green Point, Cape Town",House,1.0,,,,,,,,,,,
3.5,4.0,459 m²,,2.0,12 September 2019,107936927,,10800000.0,"Camps Bay, Cape Town",House,1.0,1.0,,,,,,,,,,
2.0,2.0,,138 m²,1.0,04 June 2018,106402145,,4800000.0,"Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,,1.0,,,,,,,
1.0,2.0,,72 m²,1.0,21 February 2019,107226564,,2350000.0,"Rondebosch, Cape Town",Apartment / Flat,,1.0,,,1.0,,,,,,,
2.0,4.0,1 086 m²,220 m²,2.0,20 December 2019,108278425,,4195000.0,"Bergvliet, Cape Town",House,1.0,1.0,,2.0,,,,,,,,
2.0,2.0,228 m²,176 m²,1.0,02 January 2019,107055543,1.0,3450000.0,"Kalk Bay, Cape Town",Apartment / Flat,1.0,,,,,,,,,,,
2.0,2.0,3 637 m²,116 m²,,22 January 2019,107115921,,3200000.0,"Green Point, Cape Town",Apartment / Flat,,,1.0,,,,,,,,,
1.0,1.0,,80 m²,,31 July 2019,107769783,,2400000.0,"Cape Town City Centre, Cape Town",Apartment / Flat,,,,,1.0,,,,,,,
1.0,1.0,,55 m²,,04 February 2020,108403284,,2000000.0,"Gardens, Cape Town",Apartment / Flat,,,,,,,,,,,,
1.0,1.0,,53 m²,,28 February 2020,108513450,,2480000.0,"Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,,,,,,,,,
2.0,2.0,72 m²,72 m²,,30 April 2019,107448603,,3995000.0,"Mouille Point, Cape Town",Apartment / Flat,,,,1.0,1.0,1.0,,,,,,
2.0,3.0,152 m²,,1.0,17 January 2020,108332122,1.0,2700000.0,"Zonnebloem, Cape Town",Apartment / Flat,,,,,,,,,,,,
1.0,1.0,,55 m²,,02 September 2019,107893396,,3295000.0,"De Waterkant, Cape Town",Apartment / Flat,,,,1.0,1.0,,,,,,,
2.5,2.0,,142 m²,,28 November 2019,108225819,1.0,7999000.0,"De Waterkant, Cape Town",Apartment / Flat,,1.0,,2.0,,,,,,,,
1.0,1.0,,63 m²,1.0,16 August 2019,105967985,,2995000.0,"Fresnaye, Cape Town",Apartment / Flat,,1.0,,,,,,,,,,
1.0,1.0,989 m²,82 m²,,18 December 2019,108275331,,2395000.0,"Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,1.0,,,,,,,,
1.0,1.0,60 m²,,1.0,01 April 2020,108609827,1.0,2295000.0,"73 157 Beach Road, Mouille Point, Cape Town",Apartment / Flat,,,,,,,,1.0,,,,
2.0,3.0,500 m²,,1.0,02 March 2020,108520493,,3449000.0,"Claremont, Cape Town",House,1.0,,,,,,,,,,,
2.0,2.0,292 m²,,2.0,28 November 2019,108227193,,3800000.0,"Wynberg Upper, Cape Town",House,1.0,1.0,,,,,,,,,,
1.5,3.0,629 m²,125 m²,1.0,28 February 2020,108512775,1.0,2000000.0,"Pinati, Cape Town",House,1.0,,,1.0,,,,,,,,
1.0,,,,,23 June 2020,108792913,,1120000.0,"Zonnebloem, Cape Town",Apartment / Flat,,1.0,,1.0,,,,1.0,,,,
1.0,3.0,,280 m²,1.0,03 July 2020,108828673,,969000.0,"Bishop Lavis, Cape Town",House,,,,,,,1.0,,,,,
1.0,2.0,86 m²,86 m²,1.0,15 February 2020,108449684,1.0,4900000.0,"Mouille Point, Cape Town",Apartment / Flat,,,,,,1.0,,,,,,
1.0,3.0,261 m²,106 m²,1.0,15 October 2019,108057986,1.0,1350000.0,"Muizenberg, Cape Town",House,,1.0,,2.0,,,,,,,,
1.0,1.0,3 207 m²,67 m²,1.0,02 October 2018,106804976,,2995000.0,"Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,,1.0,,,,,,,
5.0,10.0,397 m²,,,16 October 2017,105705472,,3050000.0,"Kensington, Cape Town",Townhouse,,,,,,,,,,,,
1.0,3.0,496 m²,,1.0,07 August 2019,107805378,,2995000.0,"Rondebosch East, Cape Town",House,1.0,,,3.0,1.0,,,,,,,
2.0,2.0,,66 m²,,11 February 2019,105484074,,2600000.0,"Kenilworth, Cape Town",Apartment / Flat,,,,,,,,,,,,
2.0,3.0,942 m²,,4.0,23 August 2019,107866638,1.0,20950000.0,"Oranjezicht, Cape Town",House,,1.0,,,,,,,,,,
5.0,7.0,1 240 m²,500 m²,2.0,25 October 2018,106887179,,18380000.0,"Llandudno, Cape Town",House,,,,,,,,,,,,
2.0,3.0,152 m²,,1.0,17 January 2020,108332122,1.0,2700000.0,"Zonnebloem, Cape Town",Apartment / Flat,,,,,,,,,,,,
1.0,2.0,,,,22 July 2019,107729242,,2750000.0,"40 Constantia Road, Gardens, Cape Town",Apartment / Flat,,,,2.0,,,,,,,,
2.0,2.0,,91 m²,,05 April 2019,107377785,,3790000.0,"46a Main Road, Sea Point, Cape Town",Apartment / Flat,,,,1.0,1.0,,,,,,,
1.0,1.0,,83 m²,,03 February 2020,108395961,,2999000.0,"Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,2.0,,,,,,,,
2.5,3.0,,455 m²,1.0,10 July 2017,105349325,,15000000.0,"Camps Bay, Cape Town",Apartment / Flat,,1.0,,,1.0,,,,,,,
1.0,,,36 m²,,06 March 2020,108541245,,995000.0,"Claremont, Cape Town",Apartment / Flat,,1.0,,1.0,1.0,1.0,,,,,,
1.5,1.0,,82 m²,,15 December 2019,108269252,,6995000.0,"Mouille Point, Cape Town",Apartment / Flat,,,,,1.0,,,,,,,
2.0,2.0,,163 m²,1.0,11 July 2019,107690501,1.0,8750000.0,"Fresnaye, Cape Town",Townhouse,1.0,1.0,,1.0,,,,,,,,
1.0,2.0,,120 m²,1.0,10 February 2020,105696959,1.0,4995000.0,"Tamboerskloof, Cape Town",House,,,,,,,,,,,,
3.5,5.0,848 m²,320 m²,2.0,28 December 2019,108283941,1.0,9000000.0,"6 Chas Booth Avenue, Camps Bay, Cape Town",House,1.0,1.0,,2.0,,,,,,,,
1.0,2.0,169 m²,102 m²,,27 February 2020,108506050,1.0,2395000.0,"27c Argyle Street, Woodstock, Cape Town",House,,,,,,,,,,,,
1.0,1.0,,50 m²,1.0,13 February 2020,108443552,1.0,1950000.0,"Green Point, Cape Town",Apartment / Flat,,,,,,,,,,,,
1.0,1.0,,33 m²,,17 April 2020,108627344,,814504.0,"Pinelands, Cape Town",Apartment / Flat,1.0,,,1.0,1.0,,,,,,,
1.0,1.0,,38 m²,1.0,22 April 2020,108633150,,1600000.0,"Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,,,,,,,,,
1.0,1.0,3 207 m²,67 m²,1.0,02 October 2018,106804976,,2995000.0,"Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,,1.0,,,,,,,
7.5,5.0,,781 m²,,21 January 2020,108343424,,59000000.0,"Green Point, Cape Town",Apartment / Flat,,1.0,,4.0,1.0,,1.0,,,,,
1.0,1.0,,,,17 January 2020,108333819,,2250000.0,"Sea Point, Cape Town",Apartment / Flat,,,,,,,,,,,,
1.0,1.0,,60 m²,,27 November 2019,108221088,,3400000.0,"Sea Point, Cape Town",Apartment / Flat,1.0,1.0,,,,,,,,,,
1.0,1.0,,29 m²,,24 January 2020,108363358,,459000.0,"Lotus River, Cape Town",Apartment / Flat,,,,1.0,1.0,,,,,,,
1.0,,,31 m²,,09 February 2020,108421482,,1595000.0,"Gardens, Cape Town",Apartment / Flat,,,,,,,,,,,,
1.0,1.0,,38 m²,,10 February 2020,108424203,,895000.0,"157 Beach Road, Mouille Point, Cape Town",Apartment / Flat,,,,,,,,1.0,,,,
1.0,2.0,,117 m²,1.0,04 March 2019,107261136,1.0,5100000.0,"Sea Point, Cape Town",Apartment / Flat,,,,,,,,,,,,
1.0,2.0,,82 m²,,17 July 2019,106752123,,2990000.0,"135 Main Road, Green Point, Cape Town",Apartment / Flat,,,,,,,,,,,,
3.0,3.0,1 112 m²,,2.0,25 June 2019,107637518,1.0,14500000.0,"Steenberg Golf Estate, Cape Town",House,,,,2.0,,,,,,,,
2.0,2.0,,140 m²,1.0,15 October 2019,108060366,1.0,7900000.0,"De Waterkant, Cape Town",Townhouse,,,,,,,,,,,,
4.0,4.0,308 m²,,2.0,04 July 2019,107669350,1.0,6200000.0,"Newlands, Cape Town",Townhouse,1.0,,1.0,,,,,,,,,
1.0,2.0,,110 m²,,13 November 2019,108165928,,2278800.0,"Zonnebloem, Cape Town",Apartment / Flat,,1.0,,1.0,1.0,,,,,,,
1.0,1.0,,51 m²,,24 May 2019,107533437,,2932500.0,"Sea Point, Cape Town",Apartment / Flat,,,,1.0,1.0,1.0,,,,,,
1.0,1.0,,,,25 November 2019,108215719,,2499000.0,"Cape Town City Centre, Cape Town",Apartment / Flat,,,,,1.0,,,,,,,
2.0,2.0,,80 m²,2.0,30 May 2019,107549213,,4490000.0,"Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,,,,,,,,,
2.0,2.0,151 m²,,,10 March 2020,108551374,,2395000.0,"Observatory, Cape Town",House,,,,,,,,,,,,
1.0,1.0,41 m²,41 m²,1.0,20 January 2020,108337354,1.0,2495000.0,"102 The Cedar, 6 Firdale Avenue, Oranjezicht, Cape Town",Apartment / Flat,,1.0,,,,,,1.0,,,,
1.0,2.0,55 m²,55 m²,,07 January 2020,108293750,,1695000.0,"Claremont Upper, Cape Town",Apartment / Flat,,,,1.0,,,,,,,,
2.0,2.0,,87 m²,,05 July 2019,107670920,,5950000.0,"Cape Town City Centre, Cape Town",Apartment / Flat,,,2.0,,,,,,,,,
1.0,2.0,305 m²,67 m²,1.0,25 February 2020,108487440,1.0,1250000.0,"39 Alberta Way, Belhar, Cape Town",House,,,,4.0,,,,,,,,
2.5,2.0,,250 m²,,17 October 2018,106857095,,9000000.0,"De Waterkant, Cape Town",Apartment / Flat,,1.0,,3.0,1.0,,,,,,,
4.0,4.0,614 m²,,5.0,19 June 2019,107617939,,19950000.0,"Fresnaye, Cape Town",House,1.0,1.0,,,,,,,,,,
1.0,1.0,,38 m²,,08 January 2020,108299551,,745000.0,"Pinelands, Cape Town",Apartment / Flat,,1.0,,,,,,,,,,
1.0,1.0,7 105 m²,36 m²,,22 August 2019,107861845,,550000.0,"243 Main Road, Wynberg, Cape Town",Apartment / Flat,,,,1.0,,,,,,,,
3.5,3.0,300 m²,,2.0,02 October 2019,107999421,1.0,6500000.0,"Stonehurst Mountain Estate, Cape Town",House,1.0,1.0,,1.0,,,,1.0,,,,
1.0,2.0,,,,04 June 2020,108709389,,1850000.0,"Claremont Upper, Cape Town",Apartment / Flat,,,,1.0,,,,,,,,
2.0,3.0,200 m²,75 m²,2.0,14 September 2019,107942971,1.0,1500000.0,"Muizenberg, Cape Town",House,1.0,,,1.0,,,,,,,,
2.0,3.0,,89 m²,,30 May 2019,107551286,1.0,2200000.0,"Kenilworth, Cape Town",Apartment / Flat,,,,2.0,,,,,,,,
1.0,1.0,,49 m²,,04 December 2019,108244096,,1500000.0,"Mowbray, Cape Town",Apartment / Flat,,,,1.0,,,,,,,,
2.0,,,71 m²,2.0,13 November 2019,108164389,,5990000.0,"De Waterkant, Cape Town",Apartment / Flat,,1.0,,,1.0,,,,,,,
1.0,,,42 m²,,03 December 2019,108240596,,2000000.0,"Woodstock, Cape Town",Apartment / Flat,,1.0,,1.0,1.0,,,,,,,
3.0,5.0,497 m²,,2.0,07 May 2020,108650801,,1295000.0,"Ocean View, Cape Town",House,1.0,,,1.0,,,,,,,,
1.0,2.0,130 m²,,,25 April 2020,108636577,,370000.0,"Philippi East, Cape Town",House,,,,1.0,,,,,,,,
1.0,2.0,,87 m²,1.0,25 November 2019,108212608,,2300000.0,"Diep River, Cape Town",Apartment / Flat,1.0,1.0,1.0,,,,,,,,,
5.5,5.0,4 081 m²,,3.0,05 August 2019,107794345,1.0,12950000.0,"Constantia, Cape Town",House,,1.0,,4.0,,,1.0,,,,,
